productid	name	brand	offerid	category	description	price	image	url	availability	shipping	special	expirationdate	oldprice
490	Filippino - Dolcetto d' Alba sori Capelli - 2004 / 2005	Filippino Elio	A-IT082003	Rotwein|Italien	Flascheninhalt: 0,75 ltr. Rebsorte:Dolcetto Charakter:Intensiv rot mit violetten Spiegelungen, weiniger Duft mit Kirschton, weich und delikat. Dieser Wein ist ein eleganter Begleiter vom Anfang bis zum Ende eines Menüs. Das Weingut Auf der rechten Seite des Flusses Tanaro erhebt sich etwa 12 km von Alba entfernt das Dorf Neive auf einem steilen Hügelzug mit einem kompakten Unterboden, der sich im Laufe der Jahrtausende geformt hat. In der Fraktion Serra Capelli hat hier Evaristo Filippino anfang des 20. Jahrhunderts, als der Weinbau hier schon längst eingesesssen war, seinen Betrieb gegründet. Das Weingut erzeugte anfangs nur Trauben, die an die Händler im Gebiet verkauft wurden. In den fünfziger Jahren entschied sein Sohn Domenico die Trauben selbst zu Wein zu verarbeiten und schon bald entstand das heute 5 Hektar umfassende Weingut mit eigener Kellerei. Elio Filippino setzte heute sein Erbe mit maximalem Respekt vor der Tradition und der Umwelt fort. Das Piemont ist die größte Region auf dem italienischen Festland, da aber seine Fläche zu 43% aus Gebirgen und zu 27% aus Ebenenen besteht, bleibt nicht allzuviel Raum für den Weinbau in günstigen Südlagen. Das Klima im Winter ist kalt und feucht und im Sommer warm und reich an Sonnenschein. Die Böden sind kalkreich, in der Zusammensetzung wie im Mikroklima zeigen sich jedoch feine Unterschiede. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.70	http://www.a-vino.de/images/Filippino_Dolcetto.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=490	ab Lager	0.00			
491	Filippino - Barbera d' Alba Nuela - 2006	Filippino Elio	A-IT082004	Rotwein|Italien	Ein Wein der ausgezeichnet zu jeder fröhlichen Tischrunde passt. Flascheninhalt: 0,75 ltr. Rebsorte:Lagrein Charakter:Tiefes Rubinrot, kräftige Blume nach reifer Frucht, voll, ausgelgichen, mit einem leichten Anklang noblen Holzes. Das Weingut Auf der rechten Seite des Flusses Tanaro erhebt sich etwa 12 km von Alba entfernt das Dorf Neive auf einem steilen Hügelzug mit einem kompakten Unterboden, der sich im Laufe der Jahrtausende geformt hat. In der Fraktion Serra Capelli hat hier Evaristo Filippino anfang des 20. Jahrhunderts, als der Weinbau hier schon längst eingesesssen war, seinen Betrieb gegründet. Das Weingut erzeugte anfangs nur Trauben, die an die Händler im Gebiet verkauft wurden. In den fünfziger Jahren entschied sein Sohn Domenico die Trauben selbst zu Wein zu verarbeiten und schon bald entstand das heute 5 Hektar umfassende Weingut mit eigener Kellerei. Elio Filippino setzte heute sein Erbe mit maximalem Respekt vor der Tradition und der Umwelt fort. Das Piemont ist die größte Region auf dem italienischen Festland, da aber seine Fläche zu 43% aus Gebirgen und zu 27% aus Ebenenen besteht, bleibt nicht allzuviel Raum für den Weinbau in günstigen Südlagen. Das Klima im Winter ist kalt und feucht und im Sommer warm und reich an Sonnenschein. Die Böden sind kalkreich, in der Zusammensetzung wie im Mikroklima zeigen sich jedoch feine Unterschiede. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.70	http://www.a-vino.de/images/Filippino_Nuela.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=491	ab Lager	0.00			
492	Filippino - Barbera d' Alba Superiore Bärba Cesco - 2004 / 2005	Filippino Elio	A-IT082005	Rotwein|Italien	Ein Wein für elegante Tafelrunden. Flascheninhalt: 0,75 ltr. Rebsorte:Barbera Charakter:Kräftiges Rubinrot, mit Zwetschgenton; überzeugendes, volles Bukett mit fruchtigen Duftnoten, die sich mit den Nuancen von Vanille und von edlene Hölzern vermischen. Voller, kräftiger Geschmack. 18 Monate Fassreife. Das Weingut Auf der rechten Seite des Flusses Tanaro erhebt sich etwa 12 km von Alba entfernt das Dorf Neive auf einem steilen Hügelzug mit einem kompakten Unterboden, der sich im Laufe der Jahrtausende geformt hat. In der Fraktion Serra Capelli hat hier Evaristo Filippino anfang des 20. Jahrhunderts, als der Weinbau hier schon längst eingesesssen war, seinen Betrieb gegründet. Das Weingut erzeugte anfangs nur Trauben, die an die Händler im Gebiet verkauft wurden. In den fünfziger Jahren entschied sein Sohn Domenico die Trauben selbst zu Wein zu verarbeiten und schon bald entstand das heute 5 Hektar umfassende Weingut mit eigener Kellerei. Elio Filippino setzte heute sein Erbe mit maximalem Respekt vor der Tradition und der Umwelt fort. Das Piemont ist die größte Region auf dem italienischen Festland, da aber seine Fläche zu 43% aus Gebirgen und zu 27% aus Ebenenen besteht, bleibt nicht allzuviel Raum für den Weinbau in günstigen Südlagen. Das Klima im Winter ist kalt und feucht und im Sommer warm und reich an Sonnenschein. Die Böden sind kalkreich, in der Zusammensetzung wie im Mikroklima zeigen sich jedoch feine Unterschiede. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	15.60	http://www.a-vino.de/images/Filippino_baerba.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=492	ab Lager	0.00			
493	Filippino - Langhe Rosso 4 Amis - 2005 / 2006	Filippino Elio	A-IT082006	Rotwein|Italien	Ein Wein für eine Runde unter Freunden. Flascheninhalt: 0,75 ltr. Rebsorte:Cabernet Sauvingon / Barbera d'Alba / Nebbiolo da Barbaresco / Syrah Charakter:Kräftiges Rubinrot mit Zwetschgenton, fruchtige Duftnoten mit Paprika, warm und intensiv und anhaltend im Geschmack. Das Weingut Auf der rechten Seite des Flusses Tanaro erhebt sich etwa 12 km von Alba entfernt das Dorf Neive auf einem steilen Hügelzug mit einem kompakten Unterboden, der sich im Laufe der Jahrtausende geformt hat. In der Fraktion Serra Capelli hat hier Evaristo Filippino anfang des 20. Jahrhunderts, als der Weinbau hier schon längst eingesesssen war, seinen Betrieb gegründet. Das Weingut erzeugte anfangs nur Trauben, die an die Händler im Gebiet verkauft wurden. In den fünfziger Jahren entschied sein Sohn Domenico die Trauben selbst zu Wein zu verarbeiten und schon bald entstand das heute 5 Hektar umfassende Weingut mit eigener Kellerei. Elio Filippino setzte heute sein Erbe mit maximalem Respekt vor der Tradition und der Umwelt fort. Das Piemont ist die größte Region auf dem italienischen Festland, da aber seine Fläche zu 43% aus Gebirgen und zu 27% aus Ebenenen besteht, bleibt nicht allzuviel Raum für den Weinbau in günstigen Südlagen. Das Klima im Winter ist kalt und feucht und im Sommer warm und reich an Sonnenschein. Die Böden sind kalkreich, in der Zusammensetzung wie im Mikroklima zeigen sich jedoch feine Unterschiede. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	10.10	http://www.a-vino.de/images/Filippino_Langhe.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=493	ab Lager	0.00			
494	Filippino - Barbaresco San Christroforo - 2004	Filippino Elio	A-IT082007	Rotwein|Italien	Ein Wein für wichtige Gelegenheiten und besondere Momente bei Tisch. Flascheninhalt: 0,75 ltr. Rebsorte:Cabernet Sauvingon / Barbera d'Alba / Nebbiolo da Barbaresco / Syrah Charakter:Intensive, grantrote Farbe mit orangefarbenen Spiegelungen, welche die Jahre der Lagerung bezeugen Fruchtige Duftnoten, die an Trauben und Himbeeren erinnern. Weiter, betörender und eleganter Geschmack, aber gleichzeitig intensiv und kräftig. Das Weingut Auf der rechten Seite des Flusses Tanaro erhebt sich etwa 12 km von Alba entfernt das Dorf Neive auf einem steilen Hügelzug mit einem kompakten Unterboden, der sich im Laufe der Jahrtausende geformt hat. In der Fraktion Serra Capelli hat hier Evaristo Filippino anfang des 20. Jahrhunderts, als der Weinbau hier schon längst eingesesssen war, seinen Betrieb gegründet. Das Weingut erzeugte anfangs nur Trauben, die an die Händler im Gebiet verkauft wurden. In den fünfziger Jahren entschied sein Sohn Domenico die Trauben selbst zu Wein zu verarbeiten und schon bald entstand das heute 5 Hektar umfassende Weingut mit eigener Kellerei. Elio Filippino setzte heute sein Erbe mit maximalem Respekt vor der Tradition und der Umwelt fort. Das Piemont ist die größte Region auf dem italienischen Festland, da aber seine Fläche zu 43% aus Gebirgen und zu 27% aus Ebenenen besteht, bleibt nicht allzuviel Raum für den Weinbau in günstigen Südlagen. Das Klima im Winter ist kalt und feucht und im Sommer warm und reich an Sonnenschein. Die Böden sind kalkreich, in der Zusammensetzung wie im Mikroklima zeigen sich jedoch feine Unterschiede. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	19.40	http://www.a-vino.de/images/Filippino_barbaresco.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=494	ab Lager	0.00			
495	Falesco - Umbria Rosso Marciliano - 2004 / 2005	Falesco Montefiascone	A-IT110504	Rotwein|Italien	Ein Cabernet Sauvignon und Cabernet Franc die sich aufgrund der optimalen Boden- und Klimaverhältnisse optimal entwickeln konnten. Flascheninhalt: 0,75 ltr. Charakter:Die Farbe ist tiefrot, der Duft vielschichtig und warm mit einer Note von reifen Brombeeren. Ein betörender würziger Geschmack mit ausgeprägten aber delikaten Tanninen. Rebsorte:Cabernet Sauvignon (80%), Cabernet Franc (30%) Weingut: Das Weingut Falesco liegt in Umbrien, in der Gemeinde Montecchio, nahe an der Grenze zum Latium. DIe Weinberg erstrecken sich über das gesamte Gebiet, das vom Bolsena-See bis zu den Hügeln rund um Orvieto reicht. Das Weingut wurde im Jahre 1979 in Montefiascone von den Brüdern Riccardo und Renzo Cotarella gegründet, zwei Önologen, die in diesem Gebiet tief verwurzelt sind. Ihr Ziel ist es in erster Linie, die historischen Rebsorten dieses Landstriches zu erhalten. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	28.50	http://www.a-vino.de/images/falesco_umbria_rosso_Marciliano.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=495	ab Lager	0.00			
497	Casteggio - Barbera Oltrepo Pavese Autari - 2005	Casteggio	A-IT031302	Rotwein|Italien	Flascheninhalt: 0,75 ltr. Charakter:Wie ein funkelnder Rubin glänzt er dem AUge entgegen. Man erlebt Düfte von roten Früchten, Kirschen, Himbeeren sowie Noten von Vanille. Voll am Gaumen ist dieser harmonischec Barbera sehr anhaltend. Rebsorte: Barbera Weingut: Im Herzen des Oltrepo, im antiken, beeindruckenden Casteggio, eingebettet zwischen den Alpen im Norden und den Hügeln der Weinberge im Süden, wird man nicht überrascht sein, dort einen - königlichen Palast- anzutreffen. Der eindrucksvolle Name steht für das Gebäude der Cantina di Casteggio, in dem seit 1907 mit großem Engagement Weiß- und Rotweine produziert werden, die inzwischen über die Grenzen Italiens bekannt sind. Mit Hilfe der besten Önologen der Lombardei und moderner Kellertechnik werden die Trauben aus der D.O.C Oltrepo Pavese zu Spitzenweinen vergoren. Dank der Verbindung von Tradition und Moderne gehört die Cantina Casteggio heute zu den renommiertesten und anerkanntesten Weinproduzenten der Region. Nationale und internationale Auszeichnungen und Medaillen bestätigen den eingeschlagenen Weg. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.55	http://www.a-vino.de/images/Casteggio_Autari.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=497	ab Lager	0.00			
498	Col Sandago - Prosecco Spumante - Extry Dry DOC	Col Sandago	S-5630	Champagner+Co.|Italien	Flascheninhalt: 0,75 ltr. Charakter: Sehr feines Bouquet, brillant in der Farbe, fruchtbetont und sehr typisch. Rebsorte: Prosecco Das Weingut Case Bianche, nach einer Siedlung kalkweiß gestrichener Bauernhöfe benannt, liegt im Herzen des klassischen Prosecco-Anbaugebietes um COnegliano und Valdobbiadene. Es gehört Martino Zanetti, der auch Eigentümer der benachbarten Tenuta Col Sandago ist. Die verschiedenen Weingärten in der hohen Trevisaner Mark bieten beste Voraussetzungen für die Prosecco-Reben. Das Ergebnis sind brillante, angenehm fruchtige Prosecci mit einer sehr eleganten Perlung. Darüberhinaus kreiert Zanetti einen exzellenten Brut Rosé aus Wildbacher- eine Rebsorte, die vor einigen Jahrzehnten aus der österreichischen Steiermark in Col Sandago eingeführt wurde. Individuell und von außerordentlicher Persönlichkeit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.90	http://www.a-vino.de/images/col_sandago_extradry.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=498	ab Lager	0.00			
499	Col Sandago - Prosecco Spumante - Brut DOC	Col Sandago	S-5631	Champagner+Co.|Italien	Flascheninhalt: 0,75 ltr. Charakter: Herrlich fruchtiger Duft, würzige Fruchtnuancen, elegant mit feinem Mousseux. Rebsorte: Prosecco Das Weingut Case Bianche, nach einer Siedlung kalkweiß gestrichener Bauernhöfe benannt, liegt im Herzen des klassischen Prosecco-Anbaugebietes um COnegliano und Valdobbiadene. Es gehört Martino Zanetti, der auch Eigentümer der benachbarten Tenuta Col Sandago ist. Die verschiedenen Weingärten in der hohen Trevisaner Mark bieten beste Voraussetzungen für die Prosecco-Reben. Das Ergebnis sind brillante, angenehm fruchtige Prosecci mit einer sehr eleganten Perlung. Darüberhinaus kreiert Zanetti einen exzellenten Brut Rosé aus Wildbacher- eine Rebsorte, die vor einigen Jahrzehnten aus der österreichischen Steiermark in Col Sandago eingeführt wurde. Individuell und von außerordentlicher Persönlichkeit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.90	http://www.a-vino.de/images/col_sandago_brut.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=499	ab Lager	0.00			
500	Col Sandago - Spumante Brut Rosé	Col Sandago	S-5632	Champagner+Co.|Italien	Rarität aus der seltenen Rebsorte: Wildbacher - in attraktiver Designerflasche : Verfügbarkeit bitte anfragen. Flascheninhalt: 0,75 ltr. Charakter: Herrliches Bouquet mit feinen Fruchtaromen, sehr elegant, feines Mousseux. Rebsorte: Wildbacher Das Weingut Case Bianche, nach einer Siedlung kalkweiß gestrichener Bauernhöfe benannt, liegt im Herzen des klassischen Prosecco-Anbaugebietes um COnegliano und Valdobbiadene. Es gehört Martino Zanetti, der auch Eigentümer der benachbarten Tenuta Col Sandago ist. Die verschiedenen Weingärten in der hohen Trevisaner Mark bieten beste Voraussetzungen für die Prosecco-Reben. Das Ergebnis sind brillante, angenehm fruchtige Prosecci mit einer sehr eleganten Perlung. Darüberhinaus kreiert Zanetti einen exzellenten Brut Rosé aus Wildbacher- eine Rebsorte, die vor einigen Jahrzehnten aus der österreichischen Steiermark in Col Sandago eingeführt wurde. Individuell und von außerordentlicher Persönlichkeit. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	12.90	http://www.a-vino.de/images/col_sandago_brut_rose.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=500	ab Lager	0.00			
501	Fat. di Magliano - Poggio Bestiale - Rosso d. Maremma IGT - 2006	Fattoria di Magliano	S-5512-05	Rotwein|Italien	Einer unserer Lieblingsweine und ein opulenter Traumwein aus der Maremma. Wahnsinn: Der neue Jahrgang 2006; wer hätte gedacht, dass eine solche Steigerung noch möglich ist. Limitiert: Verfügbarkeit bitte anfragen. Flascheninhalt: 0,75 ltr. Charakter:Konzentriertes Bouquet von Waldbeeren und Backpflaumen. Enormes Potential, bestechende Aromen von Mokka, Vanille und Hölz. Ein grandioses, lang anhaltendes Finale. Rebsorte: Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot Weingut: Auf den Hügeln zwischen Grosseto und Magliano liegt die Maremma, der bis vor kurzem wenig beachtete Landstrich zwischen Florenz und dem Meer im Westen. Der Morellino di Scansano wächst in den nach Süden ausgerichteten Weinbergen in excellenter Qualität. Die Fattoria di Magliano ist eine der ältesten Kellereien in Magliano und bekannt für Ihren Morellino und für den Poggio Bestiale. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	26.50	http://www.a-vino.de/images/poggio_bestiale.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=501	ab Lager	0.00			
502	Podere Orma - Bolgheri - Orma - Toscana Rosso IGT - 2005	Moretti Antonio Dr.	S-5445-xx	Rotwein|Italien	Kraft und Eleganz pur! Schwer zu bekommen. Verfügbarkeit bitte anfragen! Flascheninhalt: 0,75 ltr. Rebsorte:Cabernet Franc (40%), Merlot (40%), Cabernet Sauvignon (20%) Charakter:Kraftvoller Duft nach eingekochten roten Früchten. Viel Geschmack mit Anklängen von Zimt und Ebernholz. Enormer Körper mit viel Stoff und Komplexität. Das Weingut Das neueste Projekt von Dr. Antonio Moretti, der schon mit der Tenuta Sette Ponti in Arezzo sehr erfolgreich ist, hat es in sich. Die Podere Orma liegt unmittelbar neben der Tenuta Ornellaia in Bolgheri. Das internationale Expertenteam, hat hier auf Anhieb einen ganz großen Wein aus Bolgheri geschaffen, der in den nächsten Jahren mit Sicherheit für Furore sorgen wird. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	40.00	http://www.a-vino.de/images/orma.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=502	ab Lager	0.00			
503	Icario - Vitaroccia - Vino Nobile di Montepulciano DOCG 2005	Icario	S-5498-05	Rotwein|Italien	Vino Nobile aus der Einzellage - Vitaroccia. Flascheninhalt: 0,75 ltr. Charakter:Ausgeprägter Duft nach schwarzen Waldbeeren und eingemachten Früchten, Akzente von wilden Kräutern, komplexer Körper mit gefälligen Tanninen, kraftvolle Art mit harmonischem Finale Weingut: Das Weingut Icario hat seinen Sitz in Fucile, mitten in den Hügeln von Montepulciano, genau im Val d'Orcia. Die 22 ha Rebflächen sind geprägt von charaktervollen Ton- und Tuffböden und vorwiegend mit Prugnolo Gentile einem lokalen Sangiovese-Klon bepflanzt. Die sorgfältige Pflege der Weinberge, eine selektive Handlese und der qualitätsorientierte Ausbau unterstützen die natürlichen Faktoren, die maßgeblich für die Qualtität der Weine verantwortlich sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	19.50	http://www.a-vino.de/images/icario_vitaroccia.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=503	ab Lager	0.00			
504	Sardeiro Azeite Virgem Extra Biologica	Torre de Moncorvo	A-PT785201	Olivenöl|Portugal	Flascheninhalt: 0,5 ltr. Kalt gepresstes biologisches Olivenöl der Spitzenkategorie, abgefüllt ohne Zusatz- und Konservierungsstoffe; klare Farbe, aromenreich: frischer fruchtiger Geschmack; würzige, bittersüße Noten, Mandel im frischen Bukett; erzeugt aus den typischen Olivensorten der Region, die zu 100% aus ökologischem Anbau stammen. Vom Landwirtschaftsministerium zertifiziertes und anerkanntes Produkt ("EcoCert"). . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	10.70	http://www.a-vino.de/images/olivenoel_aceite.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=504	ab Lager	0.00			
505	Evel Branco - 2007	Real Companhia Velha	A-PT523403	Weisswein|Portugal	Gehaltvolles Leichtgewicht aus dem Douro Flascheninhalt: 0,75 ltr. Charakter:Gehaltvoller, spritziger Branco mi feiner Säurestruktur; er fällt im Glas durch sein helles Strohgelb und die deutlich vernehmbaren grünen Reflexen auf. Im Bukett dominieren florale und fruchtige Aromen. Sehr ausbalanciert mit Noten von Pfirsichen und Melonen. Rebsorte:Viosinho / Moscatel Gallego / Fernao Pires / Gouveio / Rabigato / Codega / Arinto / Boal Das Weingut: Die Ursprünge der Kellerei Real Companhia Velha reichen bis zum 10. September 1756 zurück, als das Unternehmen in Porto durch Sebastião José de Carvalho e Melo, dem Marquis de Pombal, gegründet wurde. Als Produzent hochwertiger Portweine, die schon früh in die ganze Welt exportiert wurden, besitzt die sich im Familienbesitz befindende Kellrei einen ausgezeichneten Ruf. Dass sich die exzellenten Weinbergslagen im Douro dafür eignen, ansprechende Stillweine mit internationalem Format zu erzeugen, lag nahe. Real Companhia Velha ist nicht nur einer der größten Grundbesitzer im Douro-Tal, sondern auch Eigentümer einiger der besten Weinbergslagen in der weltweit ältesten klassifizierten Weinanbauregionen (die D.O.C. wurde 1758 vom Marquis de Pombal ausgerufen). Dort entstehen aus dem Traubengut der Einzellagen Quinta das Carvalhas, Quinta dos Aciprestes, Quinta do Casal da Granja und Quinta do Sidrô bemerkenswerte Weiß- und Rotweine mit einem vernünftigen Preis-/Leistungsverhältnis. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.40	http://www.a-vino.de/images/Evel_Branco.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=505	ab Lager	0.00			
506	Evel Tinto - 2004	Real Companhia Velha	A-PT523404	Rotwein|Portugal	4 Monate in portugiesischer Eiche Flascheninhalt: 0,75 ltr. Charakter:Das Auge trifft auf ein tiefdunkles Rot mit Purpurreflexen; intensive Aromen von Beeren, Kräutern und Vanille. Präsente Tanninstruktur, vollmundig und körperreich. Rebsorte:Touriga Nacional / Touriga Franca / Tinto Cao Auszeichnungen: Prädikat "Sehr gut" (Mundus Vini 2007), Silber-Medaille (Mundus Vini 2005), 2 Sterne (Weinwelt 6/2006) Das Weingut: Die Ursprünge der Kellerei Real Companhia Velha reichen bis zum 10. September 1756 zurück, als das Unternehmen in Porto durch Sebastião José de Carvalho e Melo, dem Marquis de Pombal, gegründet wurde. Als Produzent hochwertiger Portweine, die schon früh in die ganze Welt exportiert wurden, besitzt die sich im Familienbesitz befindende Kellrei einen ausgezeichneten Ruf. Dass sich die exzellenten Weinbergslagen im Douro dafür eignen, ansprechende Stillweine mit internationalem Format zu erzeugen, lag nahe. Real Companhia Velha ist nicht nur einer der größten Grundbesitzer im Douro-Tal, sondern auch Eigentümer einiger der besten Weinbergslagen in der weltweit ältesten klassifizierten Weinanbauregionen (die D.O.C. wurde 1758 vom Marquis de Pombal ausgerufen). Dort entstehen aus dem Traubengut der Einzellagen Quinta das Carvalhas, Quinta dos Aciprestes, Quinta do Casal da Granja und Quinta do Sidrô bemerkenswerte Weiß- und Rotweine mit einem vernünftigen Preis-/Leistungsverhältnis. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.40	http://www.a-vino.de/images/Evel_Tinto.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=506	ab Lager	0.00			
507	La Forge Estate - Cabernet Sauvignon Barrique 2003	Jean-Claude Mas	S-1751-06	Rotwein|Frankreich	Ein kleiner Restbestand aus unserer Schatztruhe! Mit einer der besten Jahrgänge des Weingutes. Flascheninhalt: 0,75 ltr. Charakter: Ausgewogene Entwicklung über die Jahre. Bouquet von reifen Brombeeren. Vanilletöne, etwas Schokoladenaroma und ein kraftvoller Körper mit langem Abgang Rebsorte: Cabernet Sauvignon Die Region: Languedoc Das Weingut Die Geschichte beginnt 1892, als Auguste Mas die ersten 22 Morgen Weinberge anlegt und somit den Grund-stein für das inzwischen auf über 75 ha angewachsene Weingut legt. Es sind vier Domainen, die unter der Leitung von Jean-Claude und Michel zu einem der führenden Weinproduzenten in dieser sonnenreichen Region - direkt am Mittelmeer gelegen - zusammengeführt wurden. Alle Fäden laufen auf Château de Conas, dem über eintausend Jahre alten Schloss der gleichnamigen Domaine nahe der Stadt Pezenas zusammen. Auch die Weine von LA FORGE ESTATE, die sich durch ein überragendes Preis-/Qualitätsverhältnis auszeich-nen und rebsortenreine Klassiker sind, werden auf der Domaine Caude Val vinifiziert. Es sind Barriqueweine mit internationalem Flair, die durch Eleganz und Finesse überzeugen. Von der Sonne verwöhnt und vinifiziert von einem qualifiziertem Winemaker-Team unter der Leitung von Jean-Claude Mas, werden hier erstklassige Weine erzeugt, wie sie sonst im Süden Frankreichs selten anzutreffen sind. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.90	http://www.a-vino.de/images/LaForgeEstateCabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=507	ab Lager	0.00			
508	Marques de Grinon - Dominio de Valdepusa Cabernet Sauvignon 2004	Marques de Grinon	A-ES180106	Rotwein|Spanien	Ein eindrucksvoller Cabernet Sauvignon von Carlos Falco Verfügbarkeit ca. ab Januar 2009 Flascheninhalt: 0,75 ltr. Region: Dominio de Valdepusa Charakter:Der Klassiker von Carlos Falco (Marques de Grinon): begeisternder, ausdruckstarker Cabernet Sauvignon; würzig ausgestattet mit einem aromatischen Bukett roter Fruchtaromen (Brombeere, Cassis); konzentriert und komplex; tiefe rubinrote Farbe; elegant eingebundene Tannine; angenehm nachhaltig im langen Abgang Rebsorte: Cabernet Sauvignon (100%) Alkohol: 14,00% Säure: 3,36 g/l Restzucker: 1,80 g/l Fassreife: 18-24 Monate in französischer Allier-Eiche Bewertungen: Robert Parker: Eindrucksvoller Cabernet Sauvignon, 90/100 Punkten (Jahrgang 2001); Guia Penin 2005: 90/100 Punkten (Jahrgang: 2001) Das Weingut Seit Parkers 95er Ritterschlag mit fünf Spitzenbewertungen genießen Carlos Falcós Weine große Beachtung. Zusammen mit seinem langjährigen Weinmacher Julio Lopez realisiert er in Malpica de Tajo, 50 km von Toledo entfernt gelegen, die vorzüglichen Dominio-de-Valdepusa-Estate-Weine. Unter Ertrag stehen 45 ha Rebstöcke mit Cabernet Sauvignon, Syrah, Petit Verdot und Merlot. Drei bis sechs Wochen dauert die Skin-Maceration voll ausgereifter Trauben. Das Resultat sind intensive Tannine, dichte Farbe und Konzentration. Der Ausbau erfolgt grundsätzlich in französischen Eichenfässern, 1.000 Barriques stehen dafür im klimatisierten Barriquekeller zur Verfügung. Mit der Anpflanzung der im Bordeaux vergessenen Petit-Verdot-Traube, der von der Rhône stammenden Syrah-Traube und den daraus erzeugten Weinen schuf der 69-jährige Carlos Falcó den Grundstein für seine Rotweine ("Ein moderner Aristokrat, der nicht müde wird, seine Ideen in die Tat umzusetzen.", Friedhelm Mühleib, Alles über Wein 1/2005). Mit der aus Cabernet Sauvignon, Syrah und Merlot erzeugten Cuvée Dominio de Valdepusa Eméritus krönt der Weinadlige sein Lebenswerk: das Beste von drei Rebsorten in einem opulenten Wein. Vor drei Jahren wurde der Dominio de Valdepusa die Ehre zuteil, als erste Einzellage Spaniens den Status einer D.O. verliehen zu bekommen: D.O. Dominio de Valdepusa steht seit dem Jahrgang 2002 auf den Flaschen der Pagos de Familia de Marqués de Griñón. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.50	http://www.a-vino.de/images/valdepusa_cabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=508	ab Lager	0.00			
